Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Balwyn North,123 Winfield Rd,5,h,1560000.0,S,RT,27/11/2016,9.2,3104.0,5.0,2.0,3.0,845.0,199.0,1980.0,Boroondara,-37.7898,145.1021,Southern Metropolitan,7809.0
Balwyn North,30 Abbott St,5,h,1550000.0,VB,Fletchers,28/05/2016,9.2,3104.0,7.0,2.0,0.0,942.0,,,Boroondara,-37.7923,145.1029,Southern Metropolitan,7809.0
Balwyn North,15 Ellendale St,3,h,1038000.0,S,Christopher,28/05/2016,9.2,3104.0,3.0,2.0,1.0,207.0,144.0,2003.0,Boroondara,-37.7893,145.092,Southern Metropolitan,7809.0
Balwyn North,15 Maughan Pde,5,h,1660000.0,PI,hockingstuart,28/05/2016,9.2,3104.0,4.0,3.0,2.0,737.0,193.0,1950.0,Boroondara,-37.7975,145.0961,Southern Metropolitan,7809.0
Balwyn North,61 Ray Dr,3,h,1260000.0,PI,hockingstuart,28/05/2016,9.2,3104.0,3.0,2.0,2.0,458.0,,1997.0,Boroondara,-37.7908,145.0991,Southern Metropolitan,7809.0
Balwyn North,9 Gildan St,3,h,2000000.0,VB,Kay,28/08/2016,9.2,3104.0,3.0,1.0,2.0,75100.0,,,Boroondara,-37.8002,145.07,Southern Metropolitan,7809.0
Balwyn North,10 Hood St,4,h,2155000.0,S,Jellis,28/08/2016,9.2,3104.0,4.0,2.0,3.0,620.0,,,Boroondara,-37.7985,145.0707,Southern Metropolitan,7809.0
Balwyn North,3/8 Severn St,3,h,1225000.0,VB,Fletchers,28/08/2016,9.2,3104.0,3.0,2.0,2.0,282.0,,,Boroondara,-37.7936,145.0697,Southern Metropolitan,7809.0
Balwyn North,40 Stephens St,4,h,2150000.0,PI,Noel,28/08/2016,9.2,3104.0,4.0,2.0,2.0,730.0,,1960.0,Boroondara,-37.7993,145.0869,Southern Metropolitan,7809.0
Balwyn North,24 Willis St,3,h,1770000.0,PI,Fletchers,28/08/2016,9.2,3104.0,3.0,2.0,1.0,720.0,147.0,1955.0,Boroondara,-37.7938,145.0838,Southern Metropolitan,7809.0
Balwyn North,2/3 Hatfield St,2,u,691500.0,S,Fletchers,30/07/2016,9.2,3104.0,3.0,1.0,1.0,0.0,102.0,1968.0,Boroondara,-37.7938,145.0666,Southern Metropolitan,7809.0
Balwyn North,1 Tovey St,5,h,1836000.0,S,Jellis,30/07/2016,9.2,3104.0,4.0,2.0,2.0,939.0,,1957.0,Boroondara,-37.7998,145.0862,Southern Metropolitan,7809.0
Bentleigh,5/205 Centre Rd,2,u,636000.0,S,hockingstuart,3/09/2016,13.0,3204.0,2.0,1.0,2.0,202.0,,1974.0,Glen Eira,-37.9165,145.0259,Southern Metropolitan,6795.0
Bentleigh,22 Hobart St,2,h,1275000.0,S,Woodards,3/09/2016,13.0,3204.0,2.0,1.0,2.0,599.0,,,Glen Eira,-37.925,145.046,Southern Metropolitan,6795.0
Bentleigh,1/236 Patterson Rd,3,u,875000.0,S,hockingstuart,3/09/2016,13.0,3204.0,3.0,1.0,2.0,348.0,121.0,1950.0,Glen Eira,-37.9273,145.0479,Southern Metropolitan,6795.0
Bentleigh,2/531 South Rd,3,t,895000.0,PI,Ray,3/09/2016,13.0,3204.0,3.0,2.0,2.0,362.0,,1997.0,Glen Eira,-37.9336,145.043,Southern Metropolitan,6795.0
Bentleigh,32 Leckie St,2,h,1550000.0,S,Woodards,3/12/2016,13.0,3204.0,2.0,1.0,4.0,730.0,,,Glen Eira,-37.9207,145.0479,Southern Metropolitan,6795.0
Bentleigh,7 Marquis Rd,4,h,1420000.0,S,Woodards,3/12/2016,13.0,3204.0,4.0,1.0,4.0,786.0,,,Glen Eira,-37.9305,145.0449,Southern Metropolitan,6795.0
Bentleigh,11 Rogers Rd,3,h,1425000.0,S,Buxton,3/12/2016,13.0,3204.0,3.0,2.0,2.0,613.0,143.0,1960.0,Glen Eira,-37.9311,145.0428,Southern Metropolitan,6795.0
Bentleigh,3/2 Scotts St,2,t,851000.0,S,hockingstuart,3/12/2016,13.0,3204.0,2.0,1.0,1.0,140.0,250.0,1970.0,Glen Eira,-37.9204,145.0443,Southern Metropolitan,6795.0
Bentleigh,11A Mortimore St,3,h,1222500.0,S,Ray,4/02/2016,13.0,3204.0,3.0,2.0,2.0,299.0,181.0,2000.0,Glen Eira,-37.9272,145.0406,Southern Metropolitan,6795.0
Bentleigh,127 Tucker Rd,4,h,1260000.0,PI,hockingstuart,4/03/2017,13.0,3204.0,4.0,2.0,2.0,793.0,,,Glen Eira,-37.9232,145.0502,Southern Metropolitan,6795.0
Bentleigh,37 Godfrey St,4,h,2700000.0,S,hockingstuart,4/06/2016,13.0,3204.0,4.0,3.0,2.0,628.0,,,Glen Eira,-37.9155,145.0401,Southern Metropolitan,6795.0
Bentleigh,174 Jasper Rd,3,t,900000.0,PI,hockingstuart,4/06/2016,13.0,3204.0,3.0,2.0,1.0,418.0,,1925.0,Glen Eira,-37.9172,145.0421,Southern Metropolitan,6795.0
Bentleigh,15 Miles St,3,h,1100000.0,VB,Buxton,4/06/2016,13.0,3204.0,3.0,2.0,2.0,0.0,,,Glen Eira,-37.922,145.0302,Southern Metropolitan,6795.0
Bentleigh,143 Patterson Rd,7,h,1005000.0,S,Ray,4/06/2016,13.0,3204.0,7.0,3.0,4.0,607.0,,1950.0,Glen Eira,-37.9269,145.047,Southern Metropolitan,6795.0
Bentleigh,13 Somers St,3,h,1317500.0,S,Buxton,4/06/2016,13.0,3204.0,3.0,1.0,1.0,576.0,127.0,1945.0,Glen Eira,-37.9149,145.0254,Southern Metropolitan,6795.0
Bentleigh,8/11 Brentwood St,2,u,360000.0,PI,Buxton,6/08/2016,13.0,3204.0,2.0,1.0,1.0,0.0,69.0,1965.0,Glen Eira,-37.9332,145.045,Southern Metropolitan,6795.0
Bentleigh,12b Coates St,4,t,1435000.0,S,hockingstuart,6/08/2016,13.0,3204.0,3.0,3.0,2.0,291.0,212.0,2012.0,Glen Eira,-37.9278,145.0337,Southern Metropolitan,6795.0
Bentleigh,156 Patterson Rd,3,h,1110000.0,S,Buxton,6/08/2016,13.0,3204.0,3.0,1.0,2.0,692.0,164.0,1940.0,Glen Eira,-37.9263,145.04,Southern Metropolitan,6795.0
Bentleigh,8 Rose St,4,h,2435000.0,S,Buxton,6/08/2016,13.0,3204.0,3.0,2.0,2.0,795.0,250.0,1928.0,Glen Eira,-37.9166,145.0314,Southern Metropolitan,6795.0
Bentleigh,23 Yawla St,3,h,1500000.0,PI,hockingstuart,7/05/2016,13.0,3204.0,3.0,2.0,1.0,565.0,222.0,1940.0,Glen Eira,-37.9134,145.0263,Southern Metropolitan,6795.0
Bentleigh,39 Luckins Rd,4,h,1300000.0,PI,Buxton,7/11/2016,13.0,3204.0,4.0,2.0,2.0,697.0,194.0,1940.0,Glen Eira,-37.9318,145.0474,Southern Metropolitan,6795.0
Bentleigh,1/19 Patterson Rd,2,h,855000.0,S,Buxton,7/11/2016,13.0,3204.0,2.0,1.0,1.0,298.0,,,Glen Eira,-37.9247,145.0287,Southern Metropolitan,6795.0
Bentleigh,592 Centre Rd,3,h,1125000.0,S,hockingstuart,8/10/2016,13.0,3204.0,3.0,1.0,2.0,584.0,116.0,1948.0,Glen Eira,-37.9199,145.0477,Southern Metropolitan,6795.0
Bentleigh,32 Luckins Rd,3,h,1135000.0,SP,O'Brien,8/10/2016,13.0,3204.0,3.0,1.0,2.0,627.0,,,Glen Eira,-37.9321,145.0472,Southern Metropolitan,6795.0
Bentleigh,575 South Rd,3,h,867000.0,S,hockingstuart,8/10/2016,13.0,3204.0,3.0,2.0,1.0,578.0,,,Glen Eira,-37.9344,145.0481,Southern Metropolitan,6795.0
Bentleigh,74 Fromer St,4,h,1328000.0,S,hockingstuart,10/09/2016,13.0,3204.0,3.0,2.0,2.0,610.0,112.0,1940.0,Glen Eira,-37.9291,145.0472,Southern Metropolitan,6795.0
Bentleigh,4 Gordon St,3,h,1340000.0,S,hockingstuart,10/09/2016,13.0,3204.0,3.0,2.0,1.0,526.0,135.0,1910.0,Glen Eira,-37.9279,145.031,Southern Metropolitan,6795.0
Bentleigh,58 London St,4,t,1155000.0,S,Buxton,10/09/2016,13.0,3204.0,4.0,3.0,2.0,271.0,205.0,2010.0,Glen Eira,-37.9252,145.0494,Southern Metropolitan,6795.0
Bentleigh,182 Patterson Rd,3,h,1275000.0,S,Buxton,10/09/2016,13.0,3204.0,3.0,1.0,4.0,758.0,138.0,1960.0,Glen Eira,-37.9267,145.043,Southern Metropolitan,6795.0
Bentleigh,548 Centre Rd,3,h,770000.0,VB,Woodards,10/12/2016,13.0,3204.0,3.0,2.0,2.0,0.0,,1987.0,Glen Eira,-37.9193,145.0438,Southern Metropolitan,6795.0
Bentleigh,1/30 Daley St,2,h,855000.0,SP,Marshall,10/12/2016,13.0,3204.0,2.0,1.0,1.0,296.0,103.0,1940.0,Glen Eira,-37.9243,145.0376,Southern Metropolitan,6795.0
Bentleigh,1/26 Harding St,3,t,1100000.0,SP,Buxton,10/12/2016,13.0,3204.0,3.0,2.0,2.0,333.0,,,Glen Eira,-37.9292,145.0341,Southern Metropolitan,6795.0
Bentleigh,13/27 Patterson Rd,2,u,650000.0,SP,hockingstuart,10/12/2016,13.0,3204.0,2.0,1.0,1.0,116.0,92.0,1960.0,Glen Eira,-37.9245,145.0336,Southern Metropolitan,6795.0
Bentleigh,112 Tucker Rd,4,h,1815000.0,S,Buxton,10/12/2016,13.0,3204.0,4.0,2.0,4.0,902.0,233.0,1950.0,Glen Eira,-37.924,145.0504,Southern Metropolitan,6795.0
Bentleigh,9 Yawla St,4,h,2255000.0,S,hockingstuart,10/12/2016,13.0,3204.0,4.0,3.0,2.0,557.0,353.0,2008.0,Glen Eira,-37.9132,145.0251,Southern Metropolitan,6795.0
Bentleigh,66 Fromer St,3,h,1470000.0,S,McGrath,11/02/2017,13.0,3204.0,3.0,2.0,2.0,613.0,,1950.0,Glen Eira,-37.929,145.0464,Southern Metropolitan,6795.0
Bentleigh,10/21 Bent St,2,u,420000.0,PI,Buxton,12/11/2016,13.0,3204.0,2.0,1.0,0.0,1045.0,,,Glen Eira,-37.9158,145.0379,Southern Metropolitan,6795.0
Bentleigh,2/7 Gordon St,2,u,855000.0,S,hockingstuart,12/11/2016,13.0,3204.0,2.0,2.0,3.0,226.0,475.0,2005.0,Glen Eira,-37.9274,145.031,Southern Metropolitan,6795.0
Bentleigh,11 Somers St,4,h,1450000.0,S,hockingstuart,12/11/2016,13.0,3204.0,4.0,1.0,1.0,567.0,,,Glen Eira,-37.9149,145.0252,Southern Metropolitan,6795.0
Bentleigh,103 Tucker Rd,3,h,1200000.0,PI,hockingstuart,12/11/2016,13.0,3204.0,3.0,2.0,2.0,590.0,,,Glen Eira,-37.9256,145.0497,Southern Metropolitan,6795.0
Bentleigh,11 Wheatley Rd,4,h,1860000.0,PI,McGrath,12/11/2016,13.0,3204.0,4.0,2.0,3.0,855.0,197.0,1930.0,Glen Eira,-37.9163,145.0324,Southern Metropolitan,6795.0
Bentleigh,2/15 Jasper Rd,2,u,725000.0,S,hockingstuart,13/08/2016,13.0,3204.0,2.0,1.0,1.0,227.0,100.0,1990.0,Glen Eira,-37.9326,145.0387,Southern Metropolitan,6795.0
Bentleigh,6 Atkinson St,3,h,1293000.0,S,Buxton,15/10/2016,13.0,3204.0,3.0,1.0,1.0,632.0,108.0,1950.0,Glen Eira,-37.9282,145.0367,Southern Metropolitan,6795.0
Bentleigh,38 Leckie St,3,h,1390000.0,S,Buxton,15/10/2016,13.0,3204.0,3.0,1.0,2.0,723.0,,1925.0,Glen Eira,-37.9203,145.048,Southern Metropolitan,6795.0
Bentleigh,15 Luckins Rd,3,h,1400000.0,SP,Buxton,15/10/2016,13.0,3204.0,3.0,2.0,1.0,699.0,,,Glen Eira,-37.9316,145.0454,Southern Metropolitan,6795.0
Bentleigh,33 Luckins Rd,3,h,1328000.0,S,Woodards,15/10/2016,13.0,3204.0,3.0,2.0,2.0,690.0,245.0,1970.0,Glen Eira,-37.9317,145.0469,Southern Metropolitan,6795.0
Bentleigh,4a Rosina St,4,t,1247000.0,S,hockingstuart,15/10/2016,13.0,3204.0,4.0,2.0,3.0,354.0,255.0,2008.0,Glen Eira,-37.9326,145.0441,Southern Metropolitan,6795.0
Bentleigh,14 Sandra Gr,3,h,1311000.0,S,Buxton,15/10/2016,13.0,3204.0,3.0,2.0,2.0,592.0,,,Glen Eira,-37.933,145.0466,Southern Metropolitan,6795.0
Bentleigh,4 The Highway,3,h,1100000.0,S,hockingstuart,15/10/2016,13.0,3204.0,3.0,1.0,2.0,382.0,,,Glen Eira,-37.9187,145.0461,Southern Metropolitan,6795.0
Bentleigh,4 Leckie St,3,h,1327500.0,S,hockingstuart,16/04/2016,13.0,3204.0,3.0,1.0,2.0,700.0,,,Glen Eira,-37.9228,145.0476,Southern Metropolitan,6795.0
Bentleigh,43 Wavell St,4,h,1560000.0,PI,Buxton,16/04/2016,13.0,3204.0,4.0,3.0,1.0,695.0,,,Glen Eira,-37.9149,145.0469,Southern Metropolitan,6795.0
Bentleigh,4 Daley St,3,h,1370000.0,S,hockingstuart,16/07/2016,13.0,3204.0,3.0,1.0,2.0,624.0,143.0,1950.0,Glen Eira,-37.9256,145.0374,Southern Metropolitan,6795.0
Bentleigh,145a Jasper Rd,3,h,1100000.0,S,Buxton,16/07/2016,13.0,3204.0,3.0,1.0,2.0,632.0,,,Glen Eira,-37.921,145.0411,Southern Metropolitan,6795.0
Bentleigh,15 Wilson St,4,h,1385000.0,S,hockingstuart,16/07/2016,13.0,3204.0,4.0,2.0,1.0,576.0,,1920.0,Glen Eira,-37.9152,145.0244,Southern Metropolitan,6795.0
Bentleigh,59b Fromer St,3,t,1275000.0,S,hockingstuart,17/09/2016,13.0,3204.0,3.0,2.0,2.0,309.0,,,Glen Eira,-37.9287,145.0461,Southern Metropolitan,6795.0
Bentleigh,64 Tucker Rd,3,h,1095000.0,S,Buxton,17/09/2016,13.0,3204.0,3.0,2.0,1.0,581.0,170.0,1965.0,Glen Eira,-37.9286,145.0495,Southern Metropolitan,6795.0
Bentleigh,1/96 Tucker Rd,2,u,797500.0,S,Ray,17/09/2016,13.0,3204.0,2.0,1.0,2.0,321.0,,,Glen Eira,-37.9257,145.0501,Southern Metropolitan,6795.0
Bentleigh,3/18 Bleazby St,2,u,725000.0,S,hockingstuart,18/03/2017,13.0,3204.0,2.0,1.0,1.0,677.0,88.0,2012.0,Glen Eira,-37.9173,145.0359,Southern Metropolitan,6795.0
Bentleigh,2/1 Corbie St,3,t,825000.0,S,Buxton,18/03/2017,13.0,3204.0,3.0,2.0,2.0,147.0,149.0,2007.0,Glen Eira,-37.9317,145.0352,Southern Metropolitan,6795.0
Bentleigh,77B Fromer St,3,t,1235000.0,S,Buxton,18/03/2017,13.0,3204.0,3.0,2.0,2.0,0.0,160.0,2012.0,Glen Eira,-37.9289,145.0478,Southern Metropolitan,6795.0
Bentleigh,19 Godfrey St,5,h,1600000.0,VB,Gary,18/06/2016,13.0,3204.0,5.0,3.0,2.0,772.0,,1986.0,Glen Eira,-37.9168,145.04,Southern Metropolitan,6795.0
Bentleigh,5 Luckins Rd,3,h,1165000.0,PI,Buxton,18/06/2016,13.0,3204.0,3.0,1.0,2.0,694.0,125.0,1950.0,Glen Eira,-37.9315,145.0445,Southern Metropolitan,6795.0
Bentleigh,147 Tucker Rd,4,h,1355000.0,S,hockingstuart,18/06/2016,13.0,3204.0,4.0,2.0,3.0,591.0,,,Glen Eira,-37.9215,145.0505,Southern Metropolitan,6795.0
Bentleigh,13 Wood St,4,h,1910000.0,S,hockingstuart,18/06/2016,13.0,3204.0,4.0,2.0,4.0,736.0,284.0,1950.0,Glen Eira,-37.9224,145.0462,Southern Metropolitan,6795.0
Bentleigh,25 Mitchell St,3,h,1448000.0,S,hockingstuart,19/11/2016,13.0,3204.0,3.0,2.0,3.0,568.0,,,Glen Eira,-37.9246,145.0383,Southern Metropolitan,6795.0
Bentleigh,1/7 Uonga Rd,2,u,820000.0,S,hockingstuart,19/11/2016,13.0,3204.0,2.0,1.0,3.0,336.0,109.0,1960.0,Glen Eira,-37.929,145.0375,Southern Metropolitan,6795.0
Bentleigh,2 Marquis Rd,3,h,895000.0,S,Buxton,22/05/2016,13.0,3204.0,3.0,1.0,2.0,0.0,,,Glen Eira,-37.9307,145.0444,Southern Metropolitan,6795.0
Bentleigh,3 Somers St,4,h,1041000.0,S,Woodards,22/05/2016,13.0,3204.0,4.0,2.0,1.0,292.0,,,Glen Eira,-37.9148,145.0243,Southern Metropolitan,6795.0
Bentleigh,81 Fromer St,4,h,1430000.0,S,hockingstuart,22/08/2016,13.0,3204.0,4.0,2.0,2.0,611.0,168.0,1970.0,Glen Eira,-37.9289,145.0481,Southern Metropolitan,6795.0
Bentleigh,13 Horsley St,2,h,910000.0,S,Buxton,22/08/2016,13.0,3204.0,2.0,1.0,2.0,274.0,96.0,1970.0,Glen Eira,-37.9178,145.0413,Southern Metropolitan,6795.0
Bentleigh,11 Wilson St,4,h,2520000.0,PI,Buxton,22/08/2016,13.0,3204.0,4.0,4.0,2.0,579.0,361.0,2012.0,Glen Eira,-37.9155,145.0243,Southern Metropolitan,6795.0
Bentleigh,68 Mortimore St,3,h,1350000.0,S,C21,24/09/2016,13.0,3204.0,3.0,1.0,1.0,617.0,,,Glen Eira,-37.9282,145.047,Southern Metropolitan,6795.0
Bentleigh,11/27 Patterson Rd,2,u,635000.0,S,hockingstuart,24/09/2016,13.0,3204.0,2.0,1.0,2.0,118.0,,,Glen Eira,-37.9245,145.0336,Southern Metropolitan,6795.0
Bentleigh,21 Charlton St,3,h,1280000.0,S,Buxton,25/02/2017,13.0,3204.0,3.0,2.0,4.0,587.0,,,Glen Eira,-37.9217,145.0315,Southern Metropolitan,6795.0
Bentleigh,43 Godfrey St,5,h,1900000.0,S,Woodards,25/02/2017,13.0,3204.0,5.0,2.0,2.0,567.0,250.0,1926.0,Glen Eira,-37.9144,145.0401,Southern Metropolitan,6795.0
Bentleigh,7 Whitmuir Rd,3,h,1230000.0,S,hockingstuart,25/02/2017,13.0,3204.0,3.0,1.0,2.0,676.0,,,Glen Eira,-37.9161,145.0284,Southern Metropolitan,6795.0
Bentleigh,20 Wright St,4,h,1150000.0,PI,Buxton,25/02/2017,13.0,3204.0,4.0,2.0,2.0,384.0,766.0,,Glen Eira,-37.9155,145.0301,Southern Metropolitan,6795.0
Bentleigh,48 Vickery St,4,h,1650000.0,S,Hodges,26/07/2016,13.0,3204.0,3.0,2.0,2.0,570.0,,1930.0,Glen Eira,-37.9139,145.0395,Southern Metropolitan,6795.0
Bentleigh,1a Werona St,2,t,670000.0,PI,Buxton,26/07/2016,13.0,3204.0,2.0,2.0,1.0,123.0,90.0,2007.0,Glen Eira,-37.9307,145.0379,Southern Metropolitan,6795.0
Bentleigh,40 Coates St,2,t,680000.0,PI,Bayside,27/11/2016,13.0,3204.0,2.0,1.0,1.0,83.0,107.0,1998.0,Glen Eira,-37.9259,145.0341,Southern Metropolitan,6795.0
Bentleigh,8B McKittrick Rd,4,t,1320000.0,S,Buxton,27/11/2016,13.0,3204.0,4.0,3.0,3.0,346.0,220.0,2010.0,Glen Eira,-37.9294,145.041,Southern Metropolitan,6795.0
Bentleigh,99 Patterson Rd,4,h,1380000.0,S,C21,27/11/2016,13.0,3204.0,4.0,1.0,2.0,580.0,,,Glen Eira,-37.9263,145.0422,Southern Metropolitan,6795.0
Bentleigh,17 Smith St,6,h,1900000.0,S,hockingstuart,27/11/2016,13.0,3204.0,6.0,3.0,2.0,708.0,275.0,1988.0,Glen Eira,-37.9181,145.04399999999995,Southern Metropolitan,6795.0
Bentleigh,21 Bruce St,3,h,1535000.0,S,Buxton,28/08/2016,13.0,3204.0,2.0,2.0,2.0,572.0,150.0,1930.0,Glen Eira,-37.9148,145.0404,Southern Metropolitan,6795.0
Bentleigh,72 Daley St,4,h,1281000.0,S,hockingstuart,28/08/2016,13.0,3204.0,3.0,1.0,5.0,594.0,150.0,1940.0,Glen Eira,-37.9206,145.0383,Southern Metropolitan,6795.0
Bentleigh,15a Dickens St,3,u,1096000.0,S,C21,28/08/2016,13.0,3204.0,3.0,2.0,2.0,292.0,,,Glen Eira,-37.9273,145.0324,Southern Metropolitan,6795.0
Bentleigh,22 Hutchinson St,5,h,1385000.0,S,Buxton,28/08/2016,13.0,3204.0,5.0,2.0,2.0,664.0,178.0,1950.0,Glen Eira,-37.9241,145.048,Southern Metropolitan,6795.0
Bentleigh,8/187 Tucker Rd,3,u,517500.0,S,Buxton,28/08/2016,13.0,3204.0,3.0,1.0,1.0,0.0,,1970.0,Glen Eira,-37.9178,145.0511,Southern Metropolitan,6795.0
Bentleigh,63 Tucker Rd,4,t,1245000.0,S,Buxton,28/08/2016,13.0,3204.0,4.0,2.0,2.0,345.0,,,Glen Eira,-37.9291,145.0491,Southern Metropolitan,6795.0
Bentleigh,5/9 Whitmuir Rd,2,u,503000.0,S,Buxton,28/08/2016,13.0,3204.0,2.0,1.0,1.0,0.0,,1960.0,Glen Eira,-37.9159,145.0285,Southern Metropolitan,6795.0
Bentleigh,11 Wilson St,4,h,2620000.0,S,Buxton,28/08/2016,13.0,3204.0,4.0,4.0,2.0,579.0,361.0,2012.0,Glen Eira,-37.9155,145.0243,Southern Metropolitan,6795.0
Bentleigh,2/1 Marion St,2,u,760000.0,S,Buxton,30/07/2016,13.0,3204.0,2.0,1.0,1.0,192.0,,,Glen Eira,-37.9193,145.0484,Southern Metropolitan,6795.0
Bentleigh,6/25 Vickery St,2,u,405000.0,S,Gary,30/07/2016,13.0,3204.0,2.0,1.0,1.0,0.0,,1968.0,Glen Eira,-37.9159,145.039,Southern Metropolitan,6795.0
Bentleigh East,18 Mervin St,2,h,1410000.0,S,hockingstuart,3/09/2016,13.9,3165.0,2.0,1.0,2.0,768.0,,,Glen Eira,-37.9305,145.0547,Southern Metropolitan,10969.0
Bentleigh East,1/69 Purtell St,3,t,760000.0,PI,hockingstuart,3/09/2016,13.9,3165.0,3.0,1.0,2.0,287.0,,,Glen Eira,-37.9261,145.0566,Southern Metropolitan,10969.0
Bentleigh East,30 Veronica St,2,h,825000.0,S,Buxton,3/09/2016,13.9,3165.0,2.0,2.0,1.0,176.0,125.0,2008.0,Glen Eira,-37.9237,145.0763,Southern Metropolitan,10969.0
Bentleigh East,2a Bessie St,2,u,746000.0,S,hockingstuart,3/12/2016,13.9,3165.0,2.0,1.0,2.0,281.0,95.0,2002.0,Glen Eira,-37.9255,145.0796,Southern Metropolitan,10969.0
Bentleigh East,14a Daphne St,1,u,580000.0,S,Woodards,3/12/2016,13.9,3165.0,1.0,1.0,1.0,105.0,,,Glen Eira,-37.9181,145.0586,Southern Metropolitan,10969.0
Bentleigh East,19 Denver St,5,h,1275000.0,SP,Buxton,3/12/2016,13.9,3165.0,5.0,2.0,2.0,683.0,190.0,1960.0,Glen Eira,-37.9333,145.0602,Southern Metropolitan,10969.0
Bentleigh East,93 Parkmore Rd,3,h,1206000.0,S,C21,3/12/2016,13.9,3165.0,3.0,1.0,2.0,603.0,,,Glen Eira,-37.9155,145.0723,Southern Metropolitan,10969.0
Bentleigh East,14B Boronia St,3,t,1115000.0,S,Buxton,4/03/2017,13.9,3165.0,3.0,2.0,2.0,297.0,,,Glen Eira,-37.9135,145.0774,Southern Metropolitan,10969.0
Bentleigh East,76 Castlewood St,4,h,1190000.0,S,Ray,4/03/2017,13.9,3165.0,4.0,2.0,3.0,591.0,,,Glen Eira,-37.9166,145.0719,Southern Metropolitan,10969.0
Bentleigh East,38 Edinburgh St,4,h,1270000.0,S,C21,4/03/2017,13.9,3165.0,4.0,2.0,1.0,0.0,,,Glen Eira,-37.9174,145.0717,Southern Metropolitan,10969.0
Bentleigh East,1/41 Elizabeth St,3,u,1025000.0,S,Woodards,4/03/2017,13.9,3165.0,3.0,2.0,2.0,384.0,120.0,1999.0,Glen Eira,-37.9229,145.0557,Southern Metropolitan,10969.0
Bentleigh East,6/12 Neville St,3,u,740000.0,PI,Hodges,4/03/2017,13.9,3165.0,3.0,2.0,1.0,258.0,,,Glen Eira,-37.9244,145.0547,Southern Metropolitan,10969.0
Bentleigh East,27 Neville St,4,h,1960000.0,S,hockingstuart,4/03/2017,13.9,3165.0,4.0,2.0,4.0,601.0,,,Glen Eira,-37.9234,145.0533,Southern Metropolitan,10969.0
Bentleigh East,2/25 Birdwood St,2,u,495000.0,S,Woodards,4/06/2016,13.9,3165.0,2.0,1.0,1.0,76.0,79.0,1980.0,Glen Eira,-37.91,145.0842,Southern Metropolitan,10969.0
Bentleigh East,8a Bray Ct,2,u,570000.0,S,hockingstuart,4/06/2016,13.9,3165.0,2.0,1.0,1.0,145.0,,,Glen Eira,-37.9193,145.0659,Southern Metropolitan,10969.0
Bentleigh East,24 Brooks St,4,h,1220000.0,S,Hodges,4/06/2016,13.9,3165.0,3.0,2.0,2.0,585.0,178.0,1950.0,Glen Eira,-37.9167,145.0771,Southern Metropolitan,10969.0
Bentleigh East,13 Claronga St,3,h,885000.0,S,C21,4/06/2016,13.9,3165.0,3.0,1.0,2.0,565.0,110.0,1950.0,Glen Eira,-37.9262,145.0808,Southern Metropolitan,10969.0
Bentleigh East,17a Edinburgh St,3,t,830000.0,PI,Buxton,4/06/2016,13.9,3165.0,0.0,2.0,2.0,292.0,141.0,2012.0,Glen Eira,-37.9168,145.069,Southern Metropolitan,10969.0
Bentleigh East,49 Gowrie St,4,h,1137500.0,S,Woodards,4/06/2016,13.9,3165.0,4.0,1.0,2.0,696.0,,,Glen Eira,-37.9157,145.0802,Southern Metropolitan,10969.0
Bentleigh East,1 Konrad St,4,h,1100000.0,S,Hodges,4/06/2016,13.9,3165.0,4.0,2.0,2.0,633.0,,1975.0,Glen Eira,-37.9272,145.0644,Southern Metropolitan,10969.0
Bentleigh East,19 Kurrajong St,3,h,1040000.0,PI,hockingstuart,6/08/2016,13.9,3165.0,3.0,2.0,2.0,598.0,,1970.0,Glen Eira,-37.9132,145.0782,Southern Metropolitan,10969.0
Bentleigh East,34b Lesden St,4,t,1210000.0,S,hockingstuart,6/08/2016,13.9,3165.0,3.0,3.0,2.0,291.0,222.0,2014.0,Glen Eira,-37.9347,145.0546,Southern Metropolitan,10969.0
Bentleigh East,59 Tambet St,4,t,1160000.0,S,hockingstuart,6/08/2016,13.9,3165.0,3.0,2.0,2.0,321.0,180.0,2006.0,Glen Eira,-37.914,145.0714,Southern Metropolitan,10969.0
Bentleigh East,24 Barrani St,3,h,1215000.0,S,Woodards,7/05/2016,13.9,3165.0,3.0,2.0,3.0,730.0,110.0,1970.0,Glen Eira,-37.9119,145.0705,Southern Metropolitan,10969.0
Bentleigh East,71 Bignell Rd,4,h,1200000.0,S,hockingstuart,7/05/2016,13.9,3165.0,4.0,2.0,2.0,619.0,191.0,1960.0,Glen Eira,-37.9358,145.0688,Southern Metropolitan,10969.0
Bentleigh East,96 Brady Rd,3,h,1050000.0,S,Buxton,7/05/2016,13.9,3165.0,3.0,2.0,2.0,627.0,140.0,1950.0,Glen Eira,-37.9284,145.0668,Southern Metropolitan,10969.0
Bentleigh East,25 Connie St,5,h,950000.0,VB,Woodards,7/05/2016,13.9,3165.0,5.0,2.0,4.0,618.0,146.0,1950.0,Glen Eira,-37.9209,145.0757,Southern Metropolitan,10969.0
